ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-Es-01697,@moontxars Que afortunada es Crystal.,0,0,0,0,1,0,1,0,0,0,0
2018-Es-04861,"Iba con algo de temor por mis haters, pero Dios no abandona, hermoso día!",0,0,0,1,1,0,1,0,0,0,0
2018-Es-01232,@xjoseluis Ya sé 😠,1,0,0,0,0,0,0,0,0,0,0
2018-Es-04177,Yo soy aquel que camina orgulloso de sus cicatrices  Por que ellas me hacen saber que no  he vivido en vano...!,0,0,0,0,1,0,1,0,0,0,1
2018-Es-03758,Tengo re abandonado el tw,0,0,0,0,0,0,0,0,1,0,0
2018-Es-03619,Que agradable señora,0,0,0,0,1,0,0,0,0,0,1
2018-Es-04583,"Al que no ha visto, no le consta. Por ende no inventen chismes ",1,0,1,0,0,0,0,0,0,0,0
2018-Es-06320,Tengo pocos followers así q  impacto sería bajo pero me pasaría el día retuiteando a @gerardotc #ingenio #ironía en estado puro #periodismo,0,0,0,0,0,0,0,1,0,0,0
2018-Es-05098,@robertomendez Consulta q tiene muy nerviosa a la gobernación,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01027,No tengo wifi y quiero ver la peli de death note por netflix pero tengo miedo de quedarme sin credito ,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01775,@sigfrid Sería mucho más genial si Telltale dejará de hacer novelas y empezara hacer videojuegos!,0,1,0,0,1,0,0,0,0,0,0
2018-Es-03628,Papi si me venis a buscar no me enojo,0,1,0,0,0,0,1,0,0,0,0
2018-Es-00358,Que bajón me dio ver eso 😭,0,0,0,0,0,0,0,0,1,0,0
2018-Es-03620,A veces no quisiera ser tan serio 😥,0,0,0,0,0,0,0,1,1,0,0
2018-Es-00248,"Critíquenme si quieren, ando viendo el final de Teen Wolf 😭",0,1,0,0,0,0,0,0,1,0,1
2018-Es-04456,@NatiEstropini JAJAJAJ por el estribillo 🙄🤦🏻‍♂️ Después te explico ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-05135,"Tremendo día de trabajo, muy productivo 2/2 a ver si se hace una racha.",0,0,0,0,1,0,1,0,0,0,0
2018-Es-03500,"El diagnóstico de depresión se hace al existir los 3 sínt. princip. (tristeza, anhedonia e ideación suicida) más otros 2 de los mencionados",0,0,0,0,0,0,0,0,1,0,0
2018-Es-02524,@Juliococo que crees que pase en los días venideros con todo esto del dichoso acuerdo? La desesperanza es agobiante,0,1,0,0,0,0,0,1,0,0,0
2018-Es-00351,Es peligroso acostumbrarse a alguien,0,0,0,1,0,0,0,1,0,0,0
2018-Es-01814,Como cuando le dices a tu mamá que la amas pero te deje en visto 😟,1,0,0,0,0,0,0,0,1,0,0
2018-Es-03470,Y fui tan afortunada de tener la dicha de tener un súper abuelito como tú.,0,0,0,0,1,1,0,0,0,0,1
2018-Es-02379,No me va a temblar el dedo -antonella bernal,0,0,0,0,0,0,0,0,0,0,1
2018-Es-00417,@cokep Que eres terrible fome! 🙄 Y añejo poh!,0,0,1,0,0,0,0,0,0,0,0
2018-Es-02800,"@xBxnsheeAriel @LobaDxlDesierto @psychofhabit Pero ella es mala mami, muy muy mala * digo mirando a Corrida enfadada*",1,0,1,0,0,0,0,0,0,0,0
2018-Es-05967,O la gente confía demasiado fácil en otra gente o yo soy súper desconfiada. Me tiro por la segunda,1,0,0,0,0,0,0,1,0,0,0
2018-Es-02529,@MakysVila En todos lados ,0,0,0,0,0,0,0,0,0,0,0
2018-Es-01796,"Me verás volar, por la ciudad de la furia... Donde nadie sabe de mí, y yo soy parte de todos.",1,0,0,0,0,0,1,0,0,0,0
2018-Es-05351,"Chester fue la adolescencia de mi viejo y cuando supo se largó a llorar, se me partió el alma",0,0,0,0,0,0,0,0,1,0,0
2018-Es-06225,al final vamos a terminar viviendo cada uno es su burbuja...con el temor de encontrarte con alguien que es distinto a ti...,0,0,0,1,0,0,0,1,0,0,0
2018-Es-06773,Hace un año atrás nos estábamos viendo por primera vez. Te amo infinito punto rojo @rdgojuan 😊,0,0,0,0,0,1,0,0,0,0,0
2018-Es-01683,#todasqueremosajohn por favor salvamos! #Annabelle #terror #monafea #miedito @ktta_f9,0,0,0,1,0,0,0,0,0,0,0
2018-Es-05591,"Primer disgusto del día. Me acaban de comunicar un robo en el colegio. Se han llevado, al menos, un ordenador. Suma y sigue, por desgracia.",1,0,0,0,0,0,0,1,1,0,0
2018-Es-00969,"No te dejes llevar por el orgullo, escribele pa q te dejen en visto JAJAJAJJAJA ",0,0,0,0,1,0,0,0,0,0,0
2018-Es-05015,"Cosquin, Tandil, Tucuman, Jujuy y Salta. Y todavia falta V. Gral Belgrano y Cataratas 😍 Creo que este  fue el año que mas viaje #felicidad",0,0,0,0,1,0,0,0,0,0,0
2018-Es-06752,@mariianCaste @charlitosb HAHAHAHA qué vivo el patojo... ya era hora ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-04157,"Que ganas de tener mucha plata y tatuarme, comprarme ropa y muchas cocas y hamburguesas ",0,1,0,0,0,0,1,0,0,0,1
2018-Es-05762,"Por ser Familiar de un corrupto, ladrón y asesino del gobierno, tengo que jalarle bolas y defenderlo? Eso si es Tener dignidad! #sarcasmo",1,0,1,0,0,0,0,0,0,0,0
2018-Es-00009,Soy demasiado ansiosa🤦‍♀️,0,1,0,1,0,0,0,0,0,0,0
2018-Es-02466,|. Basta que me acordé que yo tengo una cuenta del padre Gabriel y la tentación ,0,1,0,0,0,0,0,0,0,0,0
2018-Es-06152,"Pero la verdad es que por muy mierda que sea la Selecta, nos da más alegría que los 84 hijos de puta que solo van a ver porno a la AL (2/2)",1,0,0,0,1,0,0,0,0,0,0
2018-Es-01261,"Kimberly, si me lee, perdió la apuesta que un día hicimos JAJAJAJAJAJAJAJAJAJA.",0,0,0,0,1,0,0,0,0,0,0
2018-Es-06039,@moranzonidiego @djalemontero @Barman_Emiliano ansioso por la #FiestaPeatonal con:@FlavioAzzaro @LaMasa_N1 grosos!!! saludos desde Mercedes.,0,1,0,0,1,0,0,0,0,0,0
2018-Es-02393,@MrkHdz El chiste es ayudar colega! En todos lados es bueno 🙌 por eso me caes reeeeeebien 😊,0,0,0,0,1,0,1,0,0,0,0
2018-Es-00545,@bianca43721 Dos tweets seguidos. Vos debes tener ansiedad por el viaje me parece...,0,1,0,1,0,0,0,0,0,0,0
2018-Es-01996,Cualquier excusa me viene bien. Tremenda,0,0,0,0,0,0,0,1,0,0,0
2018-Es-06935,Ese tema de que Leo Castro está ansioso y por eso no marca ni por error ya no se lo traga ni tu Abuela; El nivel es PERVERSO!!,1,0,0,1,0,0,0,0,0,0,0
2018-Es-00509,Odio ser tan ansioso,1,0,1,1,0,0,0,0,0,0,0
2018-Es-06224,@malditaternura @atvpe A sacar todo el juego entre el terrorismo de estado y SL; en tanto muchos inocentes morían,1,0,0,0,0,0,0,1,1,0,0
2018-Es-06412,Quiero dejar de ser tímido,0,1,0,1,0,0,1,0,1,0,0
2018-Es-05139,@KevenYHensy Hasta Yo Estoy Orgullosa😍,0,0,0,0,1,1,0,0,0,0,1
2018-Es-01236,"@LaPelotaNSM_KO Madre mia, pensar que esto puede ser asi toda la temporada... #miedo",0,0,0,1,0,0,0,0,0,0,0
2018-Es-02778,@ysoniaaparicio_ jajajajj postaa deja ni fiesta vamos directo al civil. Yo me enamoro minimo 2 veces por dia en el subte ,0,0,0,0,1,1,0,0,0,0,0
2018-Es-01213,@Hadi7697873 @Me__Ayesha Ni to 😀,0,0,0,0,1,0,0,0,0,0,0
2018-Es-04502,MI FUTURO DE TUITERA SE ESTÁ VIENDO AMENAZADO CALL 911,0,0,0,1,0,0,0,0,0,0,0
2018-Es-05595,@bahia_mall En @ElAlbanBorja no hay ñengosos!!! ,1,0,0,0,0,0,0,0,0,0,0
2018-Es-00535,@almadepudin Jajaja cada quien tiene sus gustos 😊,0,0,0,0,1,0,0,0,0,0,0
2018-Es-03634,@los14polichacao Lamentablemente a este gobierno no le importa paren la huelga. Los necesitamos vivos,1,0,1,0,0,0,0,1,1,0,0
2018-Es-05909,Desahogarte airado con tu jefe a primera hora sirve para eliminar stress y crear vínculos que al final no te llevarán a ninguna parte.,0,0,1,0,0,0,0,0,0,0,1
2018-Es-02734,"#Leo Hoy un posible cambio de suerte lo llevara a cumplir una meta q pensaba perdida, tómelo como una lección de perseverancia...",0,0,0,0,0,0,1,0,0,0,0
2018-Es-00086,@nico_gomes22 Asi que andas nerviosa ehh? Ajajaj,0,1,0,0,1,0,0,0,0,0,0
2018-Es-01033,"Pensé que era una gilada lo de sentir que molestas, pero es lejos lo más horrible",0,0,1,0,0,0,0,1,1,0,0
2018-Es-05607,En mi casa siempre se caen cosas y ,0,0,0,1,0,0,0,0,0,1,0
2018-Es-05731,Muero por un abrazo de mi mamá y de Priscila !! La extraño demasiado ,0,0,0,0,0,0,0,0,1,0,0
2018-Es-02092,"Lo quise correr a Matias y me sangró la boca, tan agradable mi novio",1,0,0,0,1,0,0,0,0,0,0
2018-Es-02940,"Para mí Colombia es patria, amor. Un país que siempre sale adelante, A pesar de mucha corrupción. 20 de julio GRACIAS COLOMBIA...",0,0,0,0,1,0,1,0,0,0,0
2018-Es-00025,"@SEAT_Mexico Valdrá la pena después de  60 días de lo sucedido ?? Lo hecho, hecho está",0,1,1,0,0,0,0,1,0,0,0
2018-Es-01255,@MatiasM0106 Estoy ofendida porque me clavaste el visto sabes? Asique anda con ellos,1,0,0,0,0,0,0,0,0,0,0
2018-Es-01080,@nidiaferr_ Con mucho gusto 🌮😂,0,0,0,0,1,0,0,0,0,0,0
2018-Es-02776,@edufeiok ESE PHOTOSHOP AMERITA UNA DENUNCIA ! TE ESTÁ CALIFICANDO DE NAZI Y ESO ES UNA INJURIA GRAVE!,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03472,"Mientras puedas mirar al cielo sin temor, sabrás que eres puro por dentro, y que, pase lo que pase, volverás a ser feliz.",0,0,0,0,1,0,1,0,0,0,0
2018-Es-01685,@kaarenganem Tú no te hagas la graciosa que si los pides,1,0,1,0,0,0,0,0,0,0,0
2018-Es-04821,No me había dado cuenta que tengo dos semanas sobrio 😱 hoy mismo me alejo de esa infeliz vida,0,0,0,0,1,0,1,0,0,0,1
2018-Es-02794,Nada más triste que no tener a quien dedicarle tus goles.,0,0,0,0,0,0,0,0,1,0,0
2018-Es-04814,@Rodrigo38740672 jajaja 28 decís? ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-00433,Me da cualquier rabia que nadie linchó a @MarisolTurres cuando dijo que habían violaciones violentas y no violentas. Vieja ridícula.,1,0,1,0,0,0,0,0,0,0,0
2018-Es-01730,brayand y yo no nos podemos  juntar porque la descargamos  con todo el mundo ,1,0,0,0,0,0,0,0,0,0,0
2018-Es-01263,Lcdsm tengo sueño pero no me puedo dormir 😤,1,0,0,0,1,0,0,0,1,0,0
2018-Es-05902,"Informe del acto: se trata de quema de basura y escombro, sin peligro de propagación, se trabaja @PrimeraCoquimbo @Cuarta_Coquimbo",0,0,0,0,0,0,0,0,0,0,0
2018-Es-05840,Me puse a llorar de mal y después paraba enojada y decia soy fuerte. Que onda Es como si el diablo me quiere mal y Dios me dice no caigas❤,1,0,0,0,0,0,0,0,1,1,0
2018-Es-06822,I have questions me tiene la vida triste cada vez que quiero ver el video de crying in the club,0,0,0,0,0,0,0,0,1,0,0
2018-Es-03228,Muchos de los que opinan sobre la detención de Lula luego defienden a voz en cuello la no injerencia en asuntos extranjeros.,1,0,0,0,0,0,0,0,0,0,0
2018-Es-01184,@ruizjavier21 @Segoviadanilo Cuando estés aquí 😡,1,0,0,0,0,0,0,0,0,0,0
2018-Es-02475,Y esto de la recuperación a casi una semana... Imposible !! #Dolor #desolación #angustia  #tristeza  #perdida #muerte #impotencia,1,0,0,1,0,0,0,1,1,0,0
2018-Es-04469,@LaPauHC @lily_v13 Soy taaaaaaan chistoso. ¿Verdad?,0,0,0,0,1,0,0,0,0,0,0
2018-Es-05224,Como se atreve a venir a mi casa asi como asi ,1,0,1,0,0,0,0,0,0,0,0
2018-Es-00373,"Con esos ojos, esa boca, la manera de caminar. Además, no es tu peo. Eso es lo que pienso, y en realidad hago tipo 😊",0,0,0,0,1,1,0,0,0,0,0
2018-Es-01409,@ElyangelicaNews @osmarycnn Mira pues... Tan tímido que es..  SIN VERGÜENZA,1,0,1,0,0,0,0,0,0,0,0
2018-Es-02774,@IchB0nerge ¿Cuál? ¿El fin del mundo o el sexo? ,0,1,0,0,0,0,0,0,0,0,0
2018-Es-04618,"@jorbiazzo Te veo en el recreo, y me vuelvo loco",0,0,0,0,1,1,0,0,0,0,0
2018-Es-05340,@Camila_Cabello @BrunoMars YAAAAS ESTOY EMOCIONADA POR TI BEBE,0,1,0,0,1,0,0,0,0,0,0
2018-Es-00553,estoy mirando una peli de terror con las amiguitas de mi hermana y se estan asustando con una peli mas boliviana q yo,0,0,0,1,0,0,0,0,0,1,0
2018-Es-02737,"Estoy entre ""quiero ahorrar dinero""💵 y ""solo se vive una vez"".👀✌😉#Sarcástica🌺 #SabadoDeGanarSeguidores 🙌 #SiguemeYTeSigo👌",0,0,0,0,1,0,1,0,0,0,0
2018-Es-02603,Cuando lea esto se va a ofender porque no le dije que seguía despierta jjkjajsjs ay,1,1,0,0,1,0,0,0,0,0,0
2018-Es-00585,Ah no. Pasa lo mismo otra vez y me voy a enojar ,1,0,0,0,0,0,0,0,0,0,0
2018-Es-04865,@DebRyanShow Son los que valen la pena 😳 #Rayito,0,0,0,0,1,0,1,0,0,0,0
2018-Es-05817,Cantar y escuchar nuevas voces hace que la vida sea más emocionante..,0,0,0,0,1,0,1,0,0,0,0
2018-Es-02155,Nunca había visto una serie 🙊ya veo lo interesante y entretenido!,0,1,0,0,1,0,0,0,0,0,0
2018-Es-05036,"@KRLS me ofrezco a imprimir papeletas para el referéndum ilegal si me las pagan bien, tengo impresora en casa. #ironia",0,0,0,0,0,0,0,1,0,0,0
2018-Es-00166,"Es que esta es la venganza porque cuando estaba en mis años mozos, no me salían nunca",1,0,0,0,0,0,0,0,0,0,0
2018-Es-06493,"Los memes de ""1min, no menos, como a 5"" mejoraron mi fin de semana ",0,0,0,0,1,0,1,0,0,0,0
2018-Es-06168,Uy la paraste de pelo ,0,1,0,0,0,0,0,0,0,1,0
2018-Es-00382,@ElMiyashiro creen que Floyd a pactado esta pelea para perder? va ser lo mismo que con Pacman.🤔,0,1,0,0,0,0,0,0,0,0,0
2018-Es-05772,"Es horrible cuando todo juega en tu contra, incluso a quienes quieres",0,0,1,0,0,0,0,0,1,0,0
2018-Es-05613,Hace Envenenar!!! MAL,1,0,1,0,0,0,0,1,0,0,0
2018-Es-01661,@ShxrxnRivxz Y bueno falsa alarma 😂 quiero que seas vos de verdad😍,0,1,0,0,1,1,1,0,1,0,1
2018-Es-00897,4 niños escapan del sename 2 presos x robo balón gas y drogados no querrían suicidarse? niño grave cae desde 15 mts y nadie se presenta trib,1,0,0,0,0,0,0,0,1,1,0
2018-Es-00711,@XCatalunya I Andalucia...? x corrupció implacable?,0,0,1,0,0,0,0,1,0,0,0
2018-Es-00102,Como echaba de menos despertarme a estas horas #Sarcasmo,0,0,1,0,0,0,0,1,0,0,0
2018-Es-02068,@CheFulana Sale un pati rabioso?  Ajaja,0,0,0,0,1,0,0,0,0,0,0
2018-Es-00680,@UrreliG Si es por eso qué tengo yo super depresión,0,0,0,0,0,0,0,1,1,0,0
2018-Es-00797,"Cuando le gustas a una morra linda, femenina y divertida pero extrañas a una culera, medio vato y bien amargada. 💭",0,0,0,0,0,0,0,1,1,0,0
2018-Es-04362,@JuliPlini Yo probé y quedó parado también. ,0,0,0,0,0,0,0,0,0,0,1
2018-Es-03797,Quiero regresar al #iOS10 ,0,0,0,0,0,0,0,0,1,0,0
2018-Es-02786,SI TE ELEGÍ COMO AMIGA ES PORQUE ESTAS IGUAL DE PINCHE LOCA Y DESQUICIADA IGUAL QUE YO,0,0,0,0,1,0,0,0,0,0,1
2018-Es-04242,"Hoy volví de brc y ya extraño todo, quiero llorar mil años basta",0,0,0,0,0,0,0,1,1,0,0
2018-Es-01747,"No estaría nada mal, unas caricias y unos besos que hagan contra peso al cansancio :/",0,0,0,0,0,1,0,0,1,0,0
2018-Es-02164,Cómo me enferrrrman estás cosassss ,1,0,0,0,0,0,0,0,0,0,0
2018-Es-04595,"Temblores,huracanes,el popo activo y ahora Sofía Niño de Rivera cancela su show? #CuantosMasEPN #FuerzaMexico #Sarcasmo 😒#ParaSerHonestosYo",1,0,1,0,0,0,0,1,0,0,0
2018-Es-01455,"Pierna de mierda ,cansada de no poder hacer cosas que antes la hacía tan fácil ",1,0,0,0,0,0,0,0,1,0,0
2018-Es-03815,Voy a terminar llorando ;-;,0,0,0,0,0,0,0,0,1,0,0
2018-Es-01570,cuando le erras a las teclas...#Rabia #Traición #Histeriquismo,1,0,0,0,0,0,0,0,0,0,0
2018-Es-06649,que lindo va a ser desactivar la alarma de las 6 am por dos semanas,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01447,"@javo_naranja18 Nombre, con esos 2 tenemos. Lo de Mora no es tan grave y confío en que caute despierte esta temporada",0,0,0,0,0,0,1,0,0,0,0
2018-Es-06069,@JAlejandroBM JAJAAJAJ totalmente tu ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-06849,Ohhh hasta se me fue el sueño del disgusto 😔,1,0,0,0,0,0,0,0,1,0,0
2018-Es-01982,Pa es una pesadilla,1,0,0,1,0,0,0,0,0,0,0
2018-Es-06878,@DavidChoro Y mira que para que te espanten a ti.... 😈 ,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03593,"Y yo aquí, roto, dañado, un poco desesperado",0,0,0,0,0,0,0,1,1,0,0
2018-Es-04410,"@Danmaldonado18 Chamo, son las 12:44 am ",0,0,0,0,0,0,0,0,0,0,0
2018-Es-06456,"@luciamcias La vida esta enojada conmigo, yo soy feliz",1,0,0,0,1,0,0,0,0,0,0
2018-Es-02208,fa ya se hizo un año..  si hubiera sabido que estabas te tendría conmigo ,0,0,0,0,0,0,0,0,1,0,0
2018-Es-02233,"@itsjoelpimentel ¡Estoy tan emocionada, mañana voy al concierto!🎉🙃",0,0,0,0,1,0,1,0,0,0,0
2018-Es-01652,"@AMERICA_1916 A pesar de ser chivista, si es buen jugador lo que pasa es que falla demasiadas, le falta ser un poco autocrático y humilde.",1,0,1,0,0,0,0,0,0,0,0
2018-Es-00518,#RecuerdosDeChibolo ser el mas tímido de mi clase 😌😌😌,0,0,0,0,0,0,0,0,1,0,0
2018-Es-05920,@IisMgbs Yo diría:  caída libre a la felicidad! Jeje 😂,0,0,0,0,1,0,1,0,0,0,0
2018-Es-00484,Que partido se me fue de las manos la concha de la lora 😠,1,0,0,0,0,0,0,0,0,0,0
2018-Es-00398,@_AryaStark_ ¡Este es peor! #Miedo,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01894,"Estoy cansado de estar en mi casa haciendo nada, necesito trabajar.",1,0,0,0,0,0,0,0,1,0,0
2018-Es-06182,@abbigailnz Jajajajaja cuál es la sorpresa amiga?,0,0,0,0,1,0,0,0,0,1,0
2018-Es-03891,@RosarioAndreaa Ni que tuvieras tanta suerte,0,0,0,0,0,0,0,1,1,0,0
2018-Es-06620,@RamaPorchietti Feliz día amigo. Tkm,0,0,0,0,1,1,0,0,0,0,0
2018-Es-03108,este juego lo había jugado cuando era nene Y ME CAGABA DEL SUSTO,0,0,0,1,0,0,0,0,0,0,0
2018-Es-00568,@RamsesGirala Pero que pez amargo que sos...,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03715,"@la_iguanatv mariguanita, cuando te llegue la ley no te pongas a llorar como una marica. Se te nota la cara de pargo.",1,0,1,0,0,0,0,0,1,0,0
2018-Es-06769,Lo mejor de las elecciones es que es una oportunidad más para compartir con el gran @jigaq #sarcasmo #wea,0,0,1,0,0,0,0,1,0,0,0
2018-Es-00777,Vale tanto y yo no me había dado cuenta! ,0,0,0,0,0,0,0,0,0,1,1
2018-Es-03703,"Hablamos, sos copadisimo jajajajaja igual sos re estupido bue, mentira feo ",0,0,0,0,1,0,0,0,0,0,0
2018-Es-00357,@Liev_Melenas La resurrección de Nikki ,0,0,0,0,0,0,0,0,0,0,0
2018-Es-06932,Me trague el alambre de los brackets con una súper Mac ,0,0,0,1,0,0,0,0,0,1,0
2018-Es-05232,"Dlvv, no puedo dormir y en 12:30 hrs tengo un examen ",0,0,0,1,0,0,0,1,1,0,0
2018-Es-03596,Necesitaria que alguien me salve la.noche por qué caigo en depresión un poco mas,0,0,0,0,0,0,0,0,1,0,0
2018-Es-06642,Que perra del orto no para mas de torear,1,0,1,0,0,0,0,0,0,0,0
2018-Es-03286,Me enfurece la gente que desconoce la importancia de cada delegación en la Cd de México #ira 😠,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03453,"Hoy tuve la fortuna de conversar con dos amigos @pavidonavido @CronistaDelMame en la presentación del libro""vaga ambición ""@AntonioOrtugno",0,0,0,0,1,0,0,0,0,0,1
2018-Es-01273,@AngelSalFollas @rbr22recre @el_pais Insultar es que no te paguen.,1,0,1,0,0,0,0,0,0,0,0
2018-Es-02479,Si hay algo que me da rabia es sentir que estoy perdiendo el tiempo con algo o alguien.,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03294,"Le tomo mucha importancia a las bandas que escuchó, porque sus canciones me han ayudado a salir en momentos de tristeza, me han motivado.",0,0,0,0,1,0,1,0,0,0,1
2018-Es-03725,ver esas transmisiones de crunchy es peor que pasar oyendo esa horrenda canción que se hizo popular en este hemisferio,1,0,1,0,0,0,0,0,0,0,0
2018-Es-03861,Todavía tengo amigos que me quieren como soy. ¡Feliz día del amigo!,0,0,0,0,1,0,0,0,0,0,0
2018-Es-04524,El corazon helado como puede ser? si dentro de mis venas fluye sangre hirviendo.,1,0,0,0,0,0,0,1,1,0,0
2018-Es-04409,Si iaso por tu lado y no te saludo nq  o tomes como enojo que los amores q e se quieren se saludan con los ojos.,1,0,0,0,0,1,1,0,0,0,0
2018-Es-05214,"@loveslywatson omg me paso lo mismo la otra vez, tremendo moretón en él culo me hice",1,0,0,0,0,0,0,0,1,0,0
2018-Es-02727,No supero mas lo del sábado en él auto de Fer cuando nos agarro la policía ,0,0,0,1,0,0,0,1,0,0,0
2018-Es-06815,Hoy mi tl de facebook podría llamarse perfectamente @lesssad enfurecida,1,0,0,0,0,0,0,0,0,0,0
2018-Es-04653,"No alardees que un hombre comprometido está tras tuyo,eso le sucede a cualquiera; siéntete orgullosa cuando lo RECHACES a pesar de quererlo.",0,0,1,0,0,0,1,0,0,0,0
2018-Es-01801,Es lunes y yo no puedo dormir ,0,0,0,0,0,0,0,1,0,0,0
2018-Es-00982,@TubinoCarlos @KeikoFujimori Bah..solo vi la resentida de siempre!,1,0,0,0,0,0,0,1,0,0,0
2018-Es-02411,@AdamLGNevill @minotaurolibros •Género: #misterio #terror   •Saga: No.  •Traducido por: Manuel Mata.,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01948,"@BTS_twt estoy re emocionada y orgullosa por el mixtape de hoseok, apoyenlo. Es un ángel.",0,0,0,0,1,0,0,0,0,0,0
2018-Es-02238,@titifenycia A feminista chorona ,0,0,1,0,0,0,0,0,0,0,0
2018-Es-02366,"mamá si falle, perdoname, pero me gusto más la calle que ir a la escuela👀 @haroldazuara  #CD9 #Coders #HaroldAzuara #KCAMexico",0,0,0,0,0,0,0,1,1,0,0
2018-Es-04976,"Se antes pensaba que eras tremendo pelotudo pero por lo poco que te conozco sos muy piola, espero conocerte mejor",0,1,0,0,0,0,1,0,0,0,0
2018-Es-03766,A veces no sé como hago para hablar tantas cagadas con total naturalidad... ,1,0,0,0,0,0,0,0,0,1,1
2018-Es-02023,@lidia04j @pccomponentes vas a ir enfadada?,1,1,0,0,0,0,0,0,1,0,0
2018-Es-02684,Terrible día pasé hoy 😊❤❤,1,0,0,0,1,0,0,0,1,0,0
2018-Es-03584,Oliver habla español muy chistoso.,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01341,#felizdiadelamigo Para todos los que me siguen y en especial a @ADRielsk8M  que la pases genial te mando un abrazo,0,0,0,0,1,1,0,0,0,0,0
2018-Es-00344,"@samario2 @YFERLEYHR @petrogustavo Habla de Terrorismo y se esconde detrás de un nick falso, pobre Uribestia ardido",1,0,1,0,0,0,0,0,0,0,0
2018-Es-03836,"Contrastes de nivel en la #Concacaf: mientras que Martinica es la sorpresa de la #CopaOro2017, E.U. y Costa Rica no pasan por buen momento.",0,1,0,0,0,0,0,0,0,1,0
2018-Es-02457,"Feliz día me dijo si habremos compartido baldes en lbbb"" JAJAJAJAJAAJAAJ",0,0,0,0,1,0,0,0,0,0,0
2018-Es-05288,@DanteDelgado Lamentablemente esto es lo que se está visualizando para el 2018.,0,0,0,0,0,0,0,1,1,0,0
2018-Es-03631,@derba75_ Mm pas ,0,0,0,0,0,0,0,0,0,0,0
2018-Es-03001,"Olvidé de del tal cabeza e mango, otro peine del gobierno...nuestra preocupación y objetivo es el gran evento nacional del #16deJulio",0,1,0,0,0,0,0,0,0,0,0
2018-Es-02314,@MundoQuemero @wanchopeabila9 Una cancion decia  HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON,0,0,0,0,1,0,0,0,0,0,0
2018-Es-06077,ness no te pienso responder toy enojado.,1,0,0,0,0,0,0,0,0,0,0
2018-Es-01738,"Qué tristeza mujer, pero ya lo esperaba de su parte.",0,0,0,0,0,0,0,0,1,0,0
2018-Es-06593,@Silviu60477039 @Jorgerdz10Jorge @ohmymbappe @HaunterDice @Pedrodj047 @As_TomasRoncero Mola insultar a culerdos.😬😀,1,0,0,0,0,0,0,0,0,0,0
2018-Es-05947,"No confundas la velocidad de mi amabilidad y cortesía, con el atropello de tu imaginación",0,0,1,0,0,0,1,0,0,0,0
2018-Es-03818,Neta estoy muy emocionado por el nuevo trabajo loooool a la semana ya me voy a querer salir,0,0,0,0,1,0,1,0,0,0,0
2018-Es-06648,"Soy pesimista siempre, pero por los motivos que saramago casualmente, sin embargo creo que estamos a tiempo de recuperar espacio perdido.",0,0,0,0,0,0,1,1,0,0,0
2018-Es-04851,@AxelGarciaDc ya nada bby 😆,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01712,"+ detrás suyo era algo horrible o desagradable, pero no iba a verlo. Cerró sus ojos con fuerza mantenido su posición mientras sus brazos +",0,0,1,1,0,0,0,0,0,0,0
2018-Es-06914,"Esta semana estaré ocupada con el tema de la Uni, me pasaré a ratos ",0,0,0,0,0,0,0,0,0,0,0
2018-Es-05963,"@fernanbecerril cuando voy yo solo no, cuando voy con los crios tengo mas cuidado. sobre todo desde que le atropello una bici a la cria",0,0,0,1,0,0,0,0,0,0,1
2018-Es-00199,@DebRyanShow #RAYITO tengo cansada la vista estube todo.el.dia en el cel espredando algo nuevo,1,1,0,0,0,0,0,0,1,0,0
2018-Es-04110,Dile a tu alma que no sea cobarde...🎶🎧,0,0,0,0,0,0,1,0,0,0,1
2018-Es-01154,Es chistoso cuando tienes una conversación corta con alguien y te alegra totalmente el día.,0,0,0,0,1,0,0,0,0,0,0
2018-Es-04928,"Bloqueo el cel, al rato lo desbloqueo y ya me comió mitad batería ",1,0,0,0,0,0,0,0,0,0,0
2018-Es-00021,Estoy muy contento 😋😋😋 #FelizLunes #LunesDeGanarSeguidores #Contento #25Sep,0,0,0,0,1,0,0,0,0,0,0
2018-Es-02154,amelia entró en pánico,0,0,0,1,0,0,0,0,0,0,0
2018-Es-02835,Soy una bolita de sueño y cansancio,0,0,0,0,0,0,0,1,1,0,0
